Sr. No,Name,Address,Pincode,City,State,Country,Type,admission_capacity,n_beds,latitude_coordinate,longitude_coordinate,gmaps_Latitude,gmaps_Longitude,gmaps_Accuracy,Accrediation,Domains,Contact,data_source_name,Surgical,Notes TJ,latitude_aleesha,longitude_aleesha,Manual Address,Latitude,Longitude,Postcode_py,address_py
692,"ParamJyotiEye
 Center","16A/CP-2155, Vasundhara, Ghaziabad, Uttar Pradesh",201012,,,India,,,,,,28.6575376,77.3590843,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.6575376,77.3590843,"ParamJyotiEye
 Center, 16A/CP-2155, Vasundhara, Ghaziabad, Uttar Pradesh, , 201012",28.657684,77.3594614,201012,"Sector 16, Sahibabad Industrial Area, Ghaziabad, Ghaziabad District, Uttar Pradesh, 201012, India"
693,"RamaBriteSmile
 Dental Care","HouseNo.2150,Sector16-A,
 Vasundhara, Ghaziabad-201012.",,,,India,,,,,,28.657757,77.359517,ROOFTOP,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"RamaBriteSmile
 Dental Care, HouseNo.2150,Sector16-A,
 Vasundhara, Ghaziabad-201012., , ",28.657757,77.359517,201012,"Corporation Bank, Atal Chowk, Vasundhara, Ghaziabad, Ghaziabad District, Uttar Pradesh, 201012, India"
694,"AtlantaMediworld
 Multispeciality
 Hospital","Plot No. NH 01, Bhagwan Parshuram Chowk, Sector 14, Vasundhara, Ghaziabad, Uttar Pradesh",201010,,,India,,,,,,28.6578092,77.3608003,GEOMETRIC_CENTER,Non-NABH,"GeneralMedicine,,General
 Surgery,Obstetricsand
 Gynaecology,Ophthalmology,
 OrthopaedicSurgery
 (including Joint Replacement),
 Otorhinolaryngology,
 Paediatrics,Psychiatry,
 RespiratoryMedicine,
 Cardiology(non-invasive),,
 Endocrinology,Medical
 Gastroenterology,Neonatology,
 Nephrology,Neurology,
 Neurosurgery,Oncology-
 (Medical,Surgical,Surgical
 Gastroenterology,
 Urology(including dialysis and
 lithotripsy) and Dental.",,CGHS_hospitals,1,,28.6578092,77.3608003,"AtlantaMediworld
 Multispeciality
 Hospital, Plot No. NH 01, Bhagwan Parshuram Chowk, Sector 14, Vasundhara, Ghaziabad, Uttar Pradesh, , 201010",28.6591632,77.3604372,201012,"Sector 14, Sahibabad Industrial Area, Ghaziabad, Ghaziabad District, Uttar Pradesh, 201012, India"
695,"Shree Jeewan
 Hospital","67/1, New Rohtak Rd, Block 67, Karol Bagh, New Delhi, Delhi",110005,,,India,,,,,,28.65796478,77.19441434,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.65796,77.19441434,"Shree Jeewan
 Hospital, 67/1, New Rohtak Rd, Block 67, Karol Bagh, New Delhi, Delhi, , 110005",28.6579177,77.1946013,110005,"Shree Jeewan Hospital, Mandir Marg, 67, Karol Bagh, Civil Lines Tehsil, Central Delhi District, Delhi, 110005, India"
696,Pragati Eye Centre,"H-15, Vijay Chowk, Near, Block H, Krishna Nagar, Delhi,",110051,,,India,,,,,,28.6579505,77.2853238,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.6579505,77.2853238,"Pragati Eye Centre, H-15, Vijay Chowk, Near, Block H, Krishna Nagar, Delhi,, , 110051",28.6571677,77.2847189,110051,"Gandhi Nagar, Krishna Park, Vivek Vihar Tehsil, Shahdara District, Delhi, 110051, India"
697,"Jeewan Mala
 Hospital","67/1 New Rohtak Road, Guru Gobind Singh Marg, Karol Bagh, New Delhi, Delhi",110005,,,India,,,,,,28.6579666,77.1942862,GEOMETRIC_CENTER,"NABH/
 NABL
 Accredited","Endoscopic/Laparoscopicprocedures,
 Gynecology&Obstetrics,Orthopedic
 SurgeryincludingJointReplacement,
 General Medicine,Pulmonology, General
 Surgery,Neurology&Neurosurgery,
 Urology&Nephrology(Including
 Dialysis),GastroenterologyandGI
 Surgery, Paediatrics, Eye & ENT, Dental
 and Diagnostics.",,CGHS_hospitals,1,,28.6579666,77.1942862,"Jeewan Mala
 Hospital, 67/1 New Rohtak Road, Guru Gobind Singh Marg, Karol Bagh, New Delhi, Delhi, , 110005",28.6579431,77.1943522,110005,"Shree Jeewan Hospital, Mandir Marg, 67, Karol Bagh, Civil Lines Tehsil, Central Delhi District, Delhi, 110005, India"
698,"Medstar
 Hospital
 
 ","Outer Ring Rd, Block A, Meera Bagh, Paschim Vihar, New Delhi, Delhi",110087,,,India,,,,,,28.6589043,77.0908342,GEOMETRIC_CENTER,Non-NABH,"GeneralMedicine,GeneralSurgery,
 Gynae.&Obst.,Orthopaedic
 (includingJointReplacement),
 Respiratory Medicine and Diagnostics.",,CGHS_hospitals,1,,28.6589043,77.0908342,"Medstar
 Hospital
 
 , Outer Ring Rd, Block A, Meera Bagh, Paschim Vihar, New Delhi, Delhi, , 110087",28.6589091,77.0908075,110087,"Meera Bagh, Paschim Vihar, Punjabi Bagh Tehsil, West Delhi District, Delhi, 110087, India"
699,S.K. Dental,"8/8, Moti Nagar, New Delhi â€“
 110015. Tel. No. 9312509737,",,,,India,,,,,,28.659145,77.139966,ROOFTOP,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"S.K. Dental, 8/8, Moti Nagar, New Delhi â€“
 110015. Tel. No. 9312509737,, , ",28.6589307,77.1400279,110026,"Moti Nagar, Patel Nagar Tehsil, West Delhi District, Delhi, 110026, India"
700,"Ashok Nursing
 Home","F-3, 13-16, Vijay Chowk, Block F, Krishna Nagar, New Delhi, Delhi",110051,,,India,,,,,,28.6594586,77.283683,ROOFTOP,"NABH
 Accredited /
 NABL
 Accredited
 02.03.2020","GeneralMedicine,GeneralSurgery,
 Gynecology and Obst, Orthopedic, Eye,
 ENT, Endoscopic/Laparoscopic Surgery,
 Gastroenterology,
 Pulmonology,Neurology,Urology,
 nephrology, Dental and Diagnostics.",,CGHS_hospitals,1,,28.659458,77.283683,"Ashok Nursing
 Home, F-3, 13-16, Vijay Chowk, Block F, Krishna Nagar, New Delhi, Delhi, , 110051",28.6596015,77.2836357,110051,"Gandhi Nagar, Krishna Park, Vivek Vihar Tehsil, Shahdara District, Delhi, 110051, India"
701,"UBOpthalmology
 LLP
 ","B-6, Ashoka Niketan, New
 Delhi, 110092.",,,,India,,,,,,28.6595127,77.3138973,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,Cant find,,,"UB Opthalmology
 LLP
 , B-6, Ashoka Niketan, New
 Delhi-110092., , ",28.66034,77.31396,110092,"UB Opthalmology
 LLP
 , B-6, Ashoka Niketan, New
 Delhi-110092., , "
702,"OMDental
 Clinic,
 ","D-124, Surajmal Vihar, Gate
 No.1, New Delhi",,,,India,,,,,,28.6602685,77.3075309,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"OMDental
 Clinic,
 , D-124, Surajmal Vihar, Gate
 No.1,Delhi.",28.660822,77.308352,110092,"OMDental
 Clinic,
 , D-124, Surajmal Vihar, Gate
 No.1,Delhi."
703,Shreya Eye Centre,"D-163,SurajmalVihar,
 NearYamunaSports
 Complex,Delhi-",110092,,,India,,,,,,28.6602894,77.3075647,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,,,"Shreya Eye Centre, D-163,SurajmalVihar,
 NearYamunaSports
 Complex,Delhi-, , 110092",28.660285,77.3075566,110095,"Karkarduma, Surajmal Vihar, Vivek Vihar Tehsil, Shahdara District, Delhi, 110095, India"
704,"Khandelwal
 Hospital &
 Urology Centre","B-16, Main Road, East Krishna Nagar, East Krishna Nagar, New Delhi, Delhi",110051,,,India,,,,,,28.6604027,77.2878045,GEOMETRIC_CENTER,"NABH
 Accredited/
 NABL
 Accredited
 w.e.f.
 03.06.2020","Endoscopic/Laparoscopicprocedures,
 Gynecology&Obstetrics,General
 Medicine,GeneralSurgery,Neurology,
 Nephrology,Gastroenterology,
 Neurosurgery, Urology and Diagnostics.
 Orthopedicssurgeryincludingjoint
 replacement w.e.f. 06.01.2020.",,CGHS_hospitals,1,,28.6604027,77.2878045,"Khandelwal
 Hospital &
 Urology Centre, B-16, Main Road, East Krishna Nagar, East Krishna Nagar, New Delhi, Delhi, , 110051",28.6509821,77.286333,110051,"Preet Vihar Tehsil, East Delhi District, Delhi, 110051, India"
705,"Shri Ram Singh
 Hospital &
 Heart Institute
 ","B-25 26 26a, Swarn Cinema Road, East Krishna Nagar, Delhi,",110051,,,India,,,,,,28.660569,77.2876379,GEOMETRIC_CENTER,"NABH
 Accredited
 01.09.2017","GeneralSurgery,GeneralMedicine,
 Endoscopic/Laparoscopicprocedures,
 Obstetrics and Gynecology, Orthopedics,
 Urology, Nephrology including Dialysis,
 Neurology, Neurosurgery, Eye, ENT and
 Diagnostics.",,CGHS_hospitals,1,,28.660569,77.28763,"Shri Ram Singh
 Hospital &
 Heart Institute
 , B-25 26 26a, Swarn Cinema Road, East Krishna Nagar, Delhi,, , 110051",28.660569,77.2876379,110051,"Shri Ram Singh Hospital, Road Number 57, Vivek Vihar Tehsil, Shahdara District, Delhi, 110051, India"
706,"Goyal Hospital
 & Urology
 Centre","E-4/8, Krishna Nagar, near Lajpat Rai, Chandni Chowk, New Delhi, Delhi",110051,,,India,,,,,,28.661161,77.282413,0,"NABH /
 NABL
 Accredited","GeneralMedicine,GeneralSurgery,
 Endoscopic/Laparoscopicprocedure,
 Gynae&Obst,Eye,ENT,Pediatrics,
 Orthopedics,Urology,Neurology,
 Neurosurgery,GISurgery,Dental,
 Urology,Nephrology(Including
 Dialysis)& Diagnostics.",,CGHS_hospitals,1,,28.661161,77.282413,"Goyal Hospital
 & Urology
 Centre, E-4/8, Krishna Nagar, near Lajpat Rai, Chandni Chowk, New Delhi, Delhi, , 110051",28.6611623,77.2824233,110051,"Gandhi Nagar, Krishna Park, Vivek Vihar Tehsil, Shahdara District, Delhi, 110051, India"
707,Delhi Dental Hub,"9, State Bank Nagar, Paschim
 Vihar, New Delhi.",,,,India,,,,,,28.6612218,77.0919385,ROOFTOP,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Delhi Dental Hub, 9, State Bank Nagar, Paschim
 Vihar, New Delhi., , ",28.6612218,77.0919385,110087,"Meera Bagh, Paschim Vihar, Punjabi Bagh Tehsil, West Delhi District, Delhi, 110087, India"
708,"Surya
 Hospital
 (Prop.Mishra
 Hospital&
 Nursing
 HomePvt.
 Ltd.)
 
","383/11-C, East Azad Nagar, East Krishna Nagar, Block E, Krishna Nagar, New Delhi, Delhi",110051,,,India,,,,,,28.662945,77.28587,0,Non-NABH,"GeneralMedicine,GeneralSurgery,
 Gynae.&Obst.,Orthopaedic
 (excludingJointReplacement),
 RespiratoryMedicine,ENTand
 Diagnostics.",,CGHS_hospitals,1,,28.662945,77.28587,"Surya
 Hospital
 (Prop.Mishra
 Hospital&
 Nursing
 HomePvt.
 Ltd.)
 
, 383/11-C, East Azad Nagar, East Krishna Nagar, Block E, Krishna Nagar, New Delhi, Delhi, , 110051",28.662945,77.28587,110051,"Surya
 Hospital
 (Prop.Mishra
 Hospital&
 Nursing
 HomePvt.
 Ltd.)
 
, 383/11-C, East Azad Nagar, East Krishna Nagar, Block E, Krishna Nagar, New Delhi, Delhi, , 110051"
709,"PannalalShyamlal
 Hospital
 
 
 ","2 II-F/172, Amdedkar Road, Near kalka Garhi Chowk, Ghaziabad, Uttar Pradesh",201001,,,India,,,,,,28.6632904,77.4351811,GEOMETRIC_CENTER,Non-NABH,"GeneralMedicine,General
 Surgery,Gynae.&Obs.,
 OrthopaedicSurgery
 (excludingJoint
 Replacement),
 Otorhinolaryngology,
 Cardiology,Endocrinology,
 MedicalGastroenterology,
 Neurology,Urology
 (Includingdialysisand
 lithotripsy) & Eye.",,CGHS_hospitals,1,,28.6632904,77.4351811,"PannalalShyamlal
 Hospital
 
 
 , 2 II-F/172, Amdedkar Road, Near kalka Garhi Chowk, Ghaziabad, Uttar Pradesh, , 201001",28.6632904,77.4351811,201001,"PannalalShyamlal
 Hospital
 
 
 , 2 II-F/172, Amdedkar Road, Near kalka Garhi Chowk, Ghaziabad, Uttar Pradesh, , 201001"
710,"Lions Eye Hospital
 ","opposite Nehrunagar Flyover, Block E, Sector 18, Kavi Nagar, Ghaziabad, Uttar Pradesh",201002,,,India,,,,,,28.6645766,77.4455737,GEOMETRIC_CENTER,Non-NABH,"ExclusiveEyeCare
 Centre",,CGHS_hospitals,1,,28.66457,77.4455737,"Lions Eye Hospital
 , opposite Nehrunagar Flyover, Block E, Sector 18, Kavi Nagar, Ghaziabad, Uttar Pradesh, , 201002",28.66457,77.4455737,201002,"Lions Eye Hospital
 , opposite Nehrunagar Flyover, Block E, Sector 18, Kavi Nagar, Ghaziabad, Uttar Pradesh, , 201002"
711,"Dr. Aggarwal's Eye
 Clinic","F-17 (OT), Shri Satguru Sevagram Sahibji Marg, Block F, Moti Nagar, New Delhi, Delhi",110015,,,India,,,,,,28.66544099,77.13795534,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.66544,77.13795533,"Dr. Aggarwal's Eye
 Clinic, F-17 (OT), Shri Satguru Sevagram Sahibji Marg, Block F, Moti Nagar, New Delhi, Delhi, , 110015",28.6656065,77.1383277,110026,"Moti Nagar, Patel Nagar Tehsil, West Delhi District, Delhi, 110026, India"
712,"Dr. Savita Jain & Arun Imaging
 Centre (Changed
 to Arun Imaging
 LLP)","D-29 , Vivek Vihar, New Delhi, 
 110095.",,,,India,,,,,,28.6654081,77.3158187,ROOFTOP,"NABH w.e.f
 25.11.2016","X-rays,Ultrasound,
 Mammography,Bone
 Densitometry,ColorDoppler,
 ECG, Echo, TMT",,CGHS_hospitals,0,,,,"Dr. Savita Jain & ArunImaging
 CentreChanged
 to Arun Imaging
 LLP, D-29,VivekVihar,Delhi-
 110095 ",28.669683,77.317548,110095,"Dr. Savita Jain & ArunImaging CentreChanged to Arun Imaging LLP, D-29,VivekVihar,Delhi- 110095"
713,"Bhatia Global
 Hospital &
 Endosurgery
 Institute
","307, 308, opposite Central School, Ambica Vihar, Paschim Vihar, New Delhi, Delhi",110087,,,India,,,,,,28.6655931,77.08239292,GEOMETRIC_CENTER,"NABH
 Accredited
 w.e.f.
 08.03.2016/
 NABL
 Accredited
 w.e.f.
 18.11.2019","GeneralMedicine,GeneralSurgery,
 Cardiology, Gynaecology & Obstetheics
 Gastroenterology,Laproscopicsurgery,
 Nephrology,Neurosurgery,Respiratory
 Medicine, Urology, and Diagnostics.",,CGHS_hospitals,1,,28.6655931,77.08239292,"Bhatia Global
 Hospital &
 Endosurgery
 Institute
, 307, 308, opposite Central School, Ambica Vihar, Paschim Vihar, New Delhi, Delhi, , 110087",28.6655784,77.0823948,110087,"Bhatia Global Hospital, Road No. 30, Paschim Vihar, Punjabi Bagh Tehsil, West Delhi District, Delhi, 110087, India"
714,Allione,"H-25, Karampura, New Delhi
 -110015.",,,,India,,,,,,28.6659164,77.1434016,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Allione, H-25, Karampura, New Delhi
 -110015., , ",28.6654052,77.1415009,110026,"Karampura West, Patel Nagar Tehsil, West Delhi District, Delhi, 110026, India"
715,Royal Dental Care,"II C/128, Nehru Nagar,
 Ghaziabad.
 ",,,,India,,,,,,28.666221,77.438628,ROOFTOP,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Royal Dental Care, II C/128, Nehru Nagar,
 Ghaziabad.",28.67126,77.433241,201001,"Royal Dental Care, II C/128, Nehru Nagar,
 Ghaziabad."
716,"ManavHospital
 &Laser Eye Centre
 ","BZ10, Block B, Sector 18, Kavi Nagar, Ghaziabad, Uttar Pradesh",201001,,,India,,,,,,28.6668167,77.44543,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.6668167,77.44543,"ManavHospital
 &Laser Eye Centre
 , BZ10, Block B, Sector 18, Kavi Nagar, Ghaziabad, Uttar Pradesh, , 201001",28.6675254,77.4440482,201002,"Ghaziabad, Ghaziabad District, Uttar Pradesh, 201002, India"
717,"BalajiMulti
 SpecialityDental
 Centre","ShopNo.47,B-2Market,
 Paschim Vihar, New Delhi. Tel.
 No.011-25273744,
 9311211404.",,,,India,,,,,,28.6691255,77.0928656,APPROXIMATE,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"BalajiMulti
 SpecialityDental
 Centre, ShopNo.47,B-2Market,
 Paschim Vihar, New Delhi. Tel.
 No.011-25273744,
 9311211404., , ",28.6939124,77.1274904,110034,"Pitampura, Saraswati Vihar Tehsil, North West Delhi District, Delhi, 110034, India"
718,Ganesh Hospital,"14/6, GT Road, Sector 13, Bulandshahr Road Industrial Area, Ghaziabad, Uttar Pradesh",201009,,,India,,,,,,28.64211059,77.45262783,APPROXIMATE,"Non-NABH /
 NABL
 Accredited w.e.f.
 01.08.2015","GeneralMedicine,General
 Surgery,Endoscopic/
 Laparoscopicprocedures,
 Gynae&Obst.,Eye,ENT,
 Pediatrics, Orthopedic surgery
 includingjointreplacement,
 Urology,Neurology,Neuro
 Surgery, Nephrology including
 Dialysis,GISurgery,Cancer
 treatment(Surgery,
 Chemotherapy)Dentaland
 Diagnostics.",,CGHS_hospitals,1,,28.64211059,77.45262782,"Ganesh Hospital, 14/6, GT Road, Sector 13, Bulandshahr Road Industrial Area, Ghaziabad, Uttar Pradesh, , 201009",28.6623243,77.4392067,201002,"Ghaziabad, Ghaziabad District, Uttar Pradesh, 201002, India"
719,"Dr. Gopal Goel's
 DentalClinic&
 Implant Centre
 ","28, 1st Floor, Krishna Market,
 Jhilmil Colony, Opp. A-Block,
 Vivek Vihar-II, Delhi-110095.",,,,India,,,,,,28.6694379,77.306537,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Dr. Gopal Goel's
 DentalClinic&
 Implant Centre
 , 28, 1st Floor, Krishna Market,
 Jhilmil Colony, Opp. A-Block,
 Vivek Vihar-II, Delhi-110095., , ",28.6743181,77.3221671,110095,"Aradhak Marg, Jeevan Sarita, Vivek Vihar, Vivek Vihar Tehsil, Shahdara District, Delhi, 110095, India"
720,"Tirath Ram
 Shah
 Charitable
 Hospital","2A Isher Das Sawhney Marg Near Tis Hazari Metro Station R.B.L, New Delhi, Delhi",110054,,,India,,,,,,28.670817,77.2162999,GEOMETRIC_CENTER,"NABH/
 NABL
 Accredited","Cardiology&CardiothoracicSurgery,
 Endoscopic/Laparoscopicprocedures,
 Gynecology&Obstetrics,Orthopedic
 SurgeryincludingJointReplacement,
 GeneralMedicine,Pulmonology,
 GeneralSurgery,Neurology&
 Neurosurgery,Urology&Nephrology
 (IncludingDialysis),Dental
 GastroenterologyandGISurgery,
 Paediatrics,Eye&ENTand
 Diagnostics.",,CGHS_hospitals,1,,28.670817,77.2162999,"Tirath Ram
 Shah
 Charitable
 Hospital, 2A Isher Das Sawhney Marg Near Tis Hazari Metro Station R.B.L, New Delhi, Delhi, , 110054",28.6705753,77.216236,110054,"Tirath Ram Shah Hospital, Battery Lane, Civil Lines, Civil Lines Tehsil, Central Delhi District, Delhi, 110054, India"
721,"Dr. Suresh Garg
 Eye & Laser Center
 
 ","A 4 Block, Nav Bharat Appartements, Paschim Vihar, Delhi,",110063,,,India,,,,,,28.6711158,77.1108506,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.6711158,77.1108506,"Dr. Suresh Garg
 Eye & Laser Center
 
 , A 4 Block, Nav Bharat Appartements, Paschim Vihar, Delhi,, , 110063",28.6710878,77.111039,110063,"Dr Suresh Garg - Eye & Laser Hospital, Road No. 30, Paschim Vihar, Punjabi Bagh Tehsil, West Delhi District, Delhi, 110063, India"
722,"ASG Hospital Pvt.
 Ltd.","C-52 A, RDC, Ray Nagar,
 Ghaziabad ",,,,India,,,,,,28.6721899,77.4379257,APPROXIMATE,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,Cant locate,,,"ASG Hospital Pvt.
 Ltd., C-52 A, RDC, Ray Nagar,
 Ghaziabad.",28.680573,77.44205,201002,"ASG Hospital Pvt.
 Ltd., C-52 A, RDC, Ray Nagar,
 Ghaziabad."
723,"RogNidan
 Kendra,","E-191,IndiraPark,Shastri
 Nagar, Delhi -110052",,,,India,,,,,,28.6722104,77.1769152,GEOMETRIC_CENTER,"NABL
 Accredited",Laboratory Investigations,,CGHS_hospitals,0,,,,"RogNidan
 Kendra,, E-191,IndiraPark,Shastri
 Nagar, Delhi -110052, , ",28.6722272,77.1768333,110052,"Shastri Nagar, Civil Lines Tehsil, Central Delhi District, Delhi, 110052, India"
724,"Action Cancer
 Hospital","A 4 Block, A 6 Block, Paschim Vihar, New Delhi, Delhi",110063,New Delhi,,India,,,,,,28.6733714,77.1106393,ROOFTOP,"NABH
 Accredited
 
 NABL
 Accredited
 w.e.f
 15.10.2020","Cancer treatment (Chemotherapy Cancer
 Surgery & Radiotherapy)."," 011-49222222, 42888888",CGHS_hospitals,1,,28.6733714,77.1106393,"Action Cancer
 Hospital, A 4 Block, A 6 Block, Paschim Vihar, New Delhi, Delhi, New Delhi, 110063",28.6735957,77.1110733,110063,"Shree Balaji Action Medical Hospital, Baba Ramdev Road, Paschim Vihar, Punjabi Bagh Tehsil, West Delhi District, Delhi, 110063, India"
725,Sri Balaji Action Medical Institute,"A 4 Block, A 6 Block, Paschim Vihar, New Delhi, Delhi",110063,,,India,,,,,,28.6737837,77.1102673,GEOMETRIC_CENTER,NABL/NABH,"Cardiology&CardiothoracicSurgery,
 Endoscopic/Laparoscopicprocedures,
 Gynecology & Obstetrics, Pulmonology,
 OrthopedicSurgeryincludingJoint
 Replacement, General Medicine, General
 Surgery,Neurology&Neurosurgery,
 Urology&Nephrology(Including
 Dialysis),GastroenterologyandGI
 Surgery,Paediatrics,Eye&ENT,
 Dental,Cancertreatment(Surgery,
 Chemotherapy&Radiotherapy)and
 Diagnostics.",011 4288 8888,CGHS_hospitals,1,,28.6737837,77.1102673,"Sri Balaji Action Medical Institute, A 4 Block, A 6 Block, Paschim Vihar, New Delhi, Delhi, , 110063",28.6737837,77.1102673,110063,"Shree Balaji Action Medical Hospital, Baba Ramdev Road, Paschim Vihar, Punjabi Bagh Tehsil, West Delhi District, Delhi, 110063, India"
726,"MGS Super
 Specialty
 Hospital","Block C, West Punjabi Bagh, Punjabi Bagh, New Delhi, Delhi",110026,,,India,,,,,,28.6739206,77.1346648,GEOMETRIC_CENTER,"NABH
 Accredited
 w.e.f.
 01.01.2016
 
 /NABL
 Accredited
 (validitytill
 21.08.2021)","Cardiology&CardiothoracicSurgery,
 Endoscopic/Laparoscopicprocedures,
 Gynecology&Obstetrics,Orthopedic
 SurgeryincludingJointReplacement,
 General Medicine,Pulmonology, General
 Surgery,Neurology&Neurosurgery,
 Urology&Nephrology(Including
 Dialysis),GastroenterologyandGI
 Surgery, Paediatrics, Eye & ENT, and
 Diagnostics",,CGHS_hospitals,1,,28.6739206,77.1346648,"MGS Super
 Specialty
 Hospital, Block C, West Punjabi Bagh, Punjabi Bagh, New Delhi, Delhi, , 110026",28.6738705,77.1340896,110056,"Maharaja Agrasen Hospital, Rohtak Road, Punjabi Bagh Tehsil, West Delhi District, Delhi, 110056, India"
727,"Dental Square
 ","A-3/314, FF, Paschim Vihar,
 New Delhi-110063.",,,,India,,,,,,28.674645,77.1034555,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Dental Square
 , A-3/314, FF, Paschim Vihar,
 New Delhi-110063., , ",28.6704329,77.1027075,110063,"Paschim Vihar, Punjabi Bagh Tehsil, West Delhi District, Delhi, 110063, India"
728,"Smile Experts,
 \","J-1/1407-A,Mansarovar
 Park,Opp.PrimaryMCD
 School,Shahdara,Delhi-
 110032.",,,,India,,,,,,28.67477,77.29815,ROOFTOP,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Smile Experts,
 \, J-1/1407-A,Mansarovar
 Park,Opp.PrimaryMCD
 School,Shahdara,Delhi-
 110032., , ",28.6807071,77.2985967,110032,"Mansarovar Marg, Ram Nagar, Vivek Vihar Tehsil, Shahdara District, Delhi, 110032, India"
729,"NationalMRI,
 CTScan&
 Diagnostic
 Centre ","7, Arihant Nagar, Opp. Metro
 Pilar No.149-50, West Punjabi
 Bagh, Main Rohtak Road, New
 Delhi-110026.Tel.No.011-
 2522008179",,,,India,,,,,,28.6752236,77.1264787,ROOFTOP,"NABH/NABL
 Accredited","X-ray, USG, Colour Doppler,
 MRI, CT Scan, ECHO,TMT
 OPG,DexaandLaboratory
 Investigations.",,CGHS_hospitals,0,,,,"NationalMRI,
 CTScan&
 Diagnostic
 Centre , 7, Arihant Nagar, Opp. Metro
 Pilar No.149-50, West Punjabi
 Bagh, Main Rohtak Road, New
 Delhi-110026.Tel.No.011-
 2522008179, , ",28.6750561,77.1291157,110026,"North Ave Road, Punjabi Bagh Tehsil, West Delhi District, Delhi, 110026, India"
730,"NKS Hospital
 
 ","219, 220, Sanjay Nagar, Gulabi Bagh, Delhi,",110007,,,India,,,,,,28.6752667,77.1907343,ROOFTOP,Non-NABH,"GeneralMedicine,GeneralSurgery,
 GynecologyandObst,Orthopedic
 Surgery(includingJointReplacement),
 Eye,ENT,Endoscopic/Laparoscopic
 Surgery,Gastroenterology,Neurology,
 Urology, nephrology including Dialysis,
 Dental and Diagnostics.",,CGHS_hospitals,1,,28.6752667,77.1907343,"NKS Hospital
 
 , 219, 220, Sanjay Nagar, Gulabi Bagh, Delhi,, , 110007",28.6752667,77.1907343,110052,"Nazar Kanwar Surana Hospital, Swami Narayan Marg, Sarai Rohilla, Civil Lines Tehsil, Central Delhi District, Delhi, 110052, India"
