Sr. No,Name,Address,Pincode,City,State,Country,Type,admission_capacity,n_beds,latitude_coordinate,longitude_coordinate,gmaps_Latitude,gmaps_Longitude,gmaps_Accuracy,Accrediation,Domains,Contact,data_source_name,Surgical,Notes TJ,latitude_aleesha,longitude_aleesha,Manual Address,Latitude,Longitude
850,VELMED HOSPITALS,"Turner Rd, Morowala, Clement Town, Dehradun, Uttarakhand 248002",,Dehradun,Uttarakhand,India,,,,,,30.2722902,78.007725,GEOMETRIC_CENTER,NON NABH,,072519 99161,CGHS_hospitals,,,,,"VELMED HOSPITALS, Turner Rd, Morowala, Clement Town, Dehradun, Uttarakhand 248002, Dehradun, ",30.2723626,78.0078819
851,Kailash Hospital Dehradun,"Main, Haridwar Rd, Jogiwala, Chowk, Dehradun, Uttarakhand 248001",,Dehradun,Uttarakhand,India,,,,,,30.2882875,78.0642021,ROOFTOP,NABH,,0135 266 3000,CGHS_hospitals,,,,,"Kailash Hospital Dehradun, Main, Haridwar Rd, Jogiwala, Chowk, Dehradun, Uttarakhand 248001, Dehradun, ",30.2882758,78.0641894
852,Kailash Hospital Dehradun,"Main, Haridwar Rd, Jogiwala, Chowk, Dehradun, Uttarakhand 248001",,Dehradun,Uttarakhand,India,,,,,,30.2882875,78.0642021,ROOFTOP,NABH,,0135 266 3000,CGHS_hospitals,,,,,"Kailash Hospital Dehradun, Main, Haridwar Rd, Jogiwala, Chowk, Dehradun, Uttarakhand 248001, Dehradun, ",30.2882758,78.0641894
853,Kanishk Surgical & Super Specialty Hospital Dehradun,"Kanishk Hospital - I.S.B.T Road, Main, Haridwar Bypass Rd, Dehradun, Uttarakhand",248001,Dehradun,Uttarakhand,India,,,,,,30.291778,78.050745,GEOMETRIC_CENTER,NON NABH,,094105 50980,CGHS_hospitals,1,,30.291778,78.050745,"Kanishk Surgical & Super Specialty Hospital Dehradun, Kanishk Hospital - I.S.B.T Road, Main, Haridwar Bypass Rd, Dehradun, Uttarakhand, Dehradun, 248001",30.2882957,78.0263758
854,Navjyoti Eye Hospital & Dehradun Wave Lasik Centre,"Near LIC Building Nehru Colony, Haridwar - Dehradun Rd, Dehradun, Uttarakhand",248001,Dehradun,Uttarakhand,India,,,,,,30.2982682,78.0530246,GEOMETRIC_CENTER,NON NABH,,084484 48860,CGHS_hospitals,1,,30.2982682,78.0530246,"Navjyoti Eye Hospital & Dehradun Wave Lasik Centre, Near LIC Building Nehru Colony, Haridwar - Dehradun Rd, Dehradun, Uttarakhand, Dehradun, 248001",30.2982522,78.0530471
855,Shri Mahant Indiresh Hospital,"Kedarpur Village Rd, Industrial Area, Govt.Industrial Estate, Patel Nagar, Dehradun, Uttarakhand",248001,Dehradun,Uttarakhand,India,,,,,,30.3045349,78.020813,GEOMETRIC_CENTER,NABH,,0135 667 2400,CGHS_hospitals,1,,30.3045349,78.020813,"Shri Mahant Indiresh Hospital, Kedarpur Village Rd, Industrial Area, Govt.Industrial Estate, Patel Nagar, Dehradun, Uttarakhand, Dehradun, 248001",30.3045476,78.0208027
856,Shri Mahant Indiresh Hospital,"Kedarpur Village Rd, Industrial Area, Govt.Industrial Estate, Patel Nagar, Dehradun, Uttarakhand",248001,Dehradun,Uttarakhand,India,,,,,,30.3045349,78.020813,GEOMETRIC_CENTER,NON NABH,,0135 667 2400,CGHS_hospitals,1,Repeat of 856,30.30453,78.02081,"Shri Mahant Indiresh Hospital, Kedarpur Village Rd, Industrial Area, Govt.Industrial Estate, Patel Nagar, Dehradun, Uttarakhand, Dehradun, 248001",30.3045476,78.0208027
857,Shri Mahant Indiresh Hospital,"Kedarpur Village Rd, Industrial Area, Govt.Industrial Estate, Patel Nagar, Dehradun, Uttarakhand 248001",,Dehradun,Uttarakhand,India,,,,,,30.3045349,78.020813,GEOMETRIC_CENTER,NON NABH,,0135 667 2400,CGHS_hospitals,1,,30.3045349,78.020813,"Shri Mahant Indiresh Hospital, Kedarpur Village Rd, Industrial Area, Govt.Industrial Estate, Patel Nagar, Dehradun, Uttarakhand 248001, Dehradun, ",30.3045476,78.0208027
858,Krishna Medical Center,"22, Inder Rd, Panchpuri Colony, Dalanwala, Dehradun, Uttarakhand 248001",,Dehradun,Uttarakhand,India,,,,,,30.3128925,78.0551432,ROOFTOP,NON NABH,,0135 265 4320,CGHS_hospitals,,,,,"Krishna Medical Center, 22, Inder Rd, Panchpuri Colony, Dalanwala, Dehradun, Uttarakhand 248001, Dehradun, ",30.315884,78.049
859,Krishna Medical Center,"22, Inder Rd, Panchpuri Colony, Dalanwala, Dehradun, Uttarakhand 248001",,Dehradun,Uttarakhand,India,,,,,,30.3128925,78.0551432,ROOFTOP,NON NABH,,0135 265 4320,CGHS_hospitals,,,,,"Krishna Medical Center, 22, Inder Rd, Panchpuri Colony, Dalanwala, Dehradun, Uttarakhand 248001, Dehradun, ",30.315884,78.049
860,Doon Orthopidic-Vinod Ortho Clinic-best ortho pedic doctor in dehradun india,"6, Inder Rd, Panchpuri Colony, Dalanwala, Dehradun, Uttarakhand",248001,Dehradun,Uttarakhand,India,,,,,,30.3149049,78.0509959,ROOFTOP,NON NABH,,0135 271 0650,CGHS_hospitals,1,,30.3149049,78.0509959,"Doon Orthopidic-Vinod Ortho Clinic-best ortho pedic doctor in dehradun india, 6, Inder Rd, Panchpuri Colony, Dalanwala, Dehradun, Uttarakhand, Dehradun, 248001",30.3149049,78.0509959
861,Prem Sukh Hospital and Dialysis Center,"17, Malviya Rd, Khurbura Mohalla, Dehradun, Uttarakhand 248001",,Dehradun,Uttarakhand,India,,,,,,30.3183284,78.0241509,ROOFTOP,NABH,,073007 47007,CGHS_hospitals,,,,,"Prem Sukh Hospital and Dialysis Center, 17, Malviya Rd, Khurbura Mohalla, Dehradun, Uttarakhand 248001, Dehradun, ",30.3183284,78.0241509
862,Chandan Diagnostic Centre,"1st Floor 56 New Road, Main, MKP Chowk, Dehradun, Uttarakhand 248001",,Dehradun,Uttarakhand,India,,,,,,30.3187451,78.0429623,ROOFTOP,NABH/NABL,,098399 01175,CGHS_hospitals,0,,,,"Chandan Diagnostic Centre, 1st Floor 56 New Road, Main, MKP Chowk, Dehradun, Uttarakhand 248001, Dehradun, ",30.316368,78.0485431
863,Arogyadham Hospital,"Race Course, Dehradun, Uttarakhand 248001",,Dehradun,Uttarakhand,India,,,,,,30.3188533,78.0424249,GEOMETRIC_CENTER,NABH,,0135 271 9992,CGHS_hospitals,,,,,"Arogyadham Hospital, Race Course, Dehradun, Uttarakhand 248001, Dehradun, ",30.3189114,78.043485
864,Amritsar Eye Clinic,"122, 1, EC Road, opp. City Heart Centre, Dalanwala, Dehradun, Uttarakhand",248001,Dehradun,Uttarakhand,India,,,,,,30.320364,78.050716,ROOFTOP,NON NABH,,0135 265 0585,CGHS_hospitals,1,,30.320364,78.050716,"Amritsar Eye Clinic, 122, 1, EC Road, opp. City Heart Centre, Dalanwala, Dehradun, Uttarakhand, Dehradun, 248001",30.3202309,78.0508303
865,Doon MRI & Diagnostics,"Cross Rd, near SBI main branch, Race Course, Dehradun, Uttarakhand 248001",,Dehradun,Uttarakhand,India,,,,,,30.3204242,78.048323,GEOMETRIC_CENTER,NON NABH,,0135 265 3992,CGHS_hospitals,0,,,,"Doon MRI & Diagnostics, Cross Rd, near SBI main branch, Race Course, Dehradun, Uttarakhand 248001, Dehradun, ",30.3204242,78.048323
866,"Fortis Escorts Hospital, Dehradun","2nd Floor, Coronation Hospital, Curzon Rd, Dalanwala, Dehradun, Uttarakhand 248001",,Dehradun,Uttarakhand,India,,,,,,30.3206928,78.0576317,GEOMETRIC_CENTER,NON NABH,,0135 712 6667,CGHS_hospitals,,,,,"Fortis Escorts Hospital, Dehradun, 2nd Floor, Coronation Hospital, Curzon Rd, Dalanwala, Dehradun, Uttarakhand 248001, Dehradun, ",30.3206928,78.0576317
867,Dr. Ahujas' Pathology and Imaging Centre,"7-B Astley Hall, Ugrasain Rd, Dehradun, Uttarakhand 248001",,Dehradun,Uttarakhand,India,,,,,,30.3268199,78.0470366,GEOMETRIC_CENTER,NABH,,0135 265 9700,CGHS_hospitals,0,,,,"Dr. Ahujas' Pathology and Imaging Centre, 7-B Astley Hall, Ugrasain Rd, Dehradun, Uttarakhand 248001, Dehradun, ",30.3269251,78.0469044
868,THE EYE CLINIC,"3 A, Chakarata Rd, near Doon Paramedical College, Khurbura Mohalla, Dehradun, Uttarakhand",248001,Dehradun,Uttarakhand,India,,,,,,30.3269799,78.0312541,ROOFTOP,NON NABH,,0135 272 3069,CGHS_hospitals,1,,30.3269799,78.0312541,"THE EYE CLINIC, 3 A, Chakarata Rd, near Doon Paramedical College, Khurbura Mohalla, Dehradun, Uttarakhand, Dehradun, 248001",30.3269799,78.0312541
869,"Drishti Eye Institute, Dehradun","16, Subhash Road, Astley Hall, opp. Hotel Pacific, Dehradun, Uttarakhand",248001,Dehradun,Uttarakhand,India,,,,,,30.3274484,78.0479962,ROOFTOP,NON NABH,,0135 271 7500,CGHS_hospitals,1,,30.3274484,78.0479962,"Drishti Eye Institute, Dehradun, 16, Subhash Road, Astley Hall, opp. Hotel Pacific, Dehradun, Uttarakhand, Dehradun, 248001",30.3273534,78.0478298
870,SK Memorial Hospital,"12, EC Road, Irigation Colony, Karanpur, Dehradun, Uttarakhand 248001",,Dehradun,Uttarakhand,India,,,,,,30.3292327,78.0523531,ROOFTOP,NABH,,,CGHS_hospitals,,,,,"SK Memorial Hospital, 12, EC Road, Irigation Colony, Karanpur, Dehradun, Uttarakhand 248001, Dehradun, ",30.3293321,78.0523166
871,Scientific Pathocare,"opp. Archana Luthra Hospital, Mahendra Vihar, Mahinder Vihar, Khurbura Mohalla, Dehradun, Uttarakhand 248001",,Dehradun,Uttarakhand,India,,,,,,30.3326345,78.0220525,GEOMETRIC_CENTER,NABL,,0135 253 1800,CGHS_hospitals,0,,,,"Scientific Pathocare, opp. Archana Luthra Hospital, Mahendra Vihar, Mahinder Vihar, Khurbura Mohalla, Dehradun, Uttarakhand 248001, Dehradun, ",30.3326003,78.0220322
872,Ramrati Eye Hospital,"Pump House, 34/2, Kendriya Vidyalaya Road, near Amitabh Textile Mill, Special Wing, Prem Nagar, Dehradun, Uttarakhand",248001,Dehradun,Uttarakhand,India,,,,,,30.335266,77.96928,GEOMETRIC_CENTER,NON NABH,,0135 277 0104,CGHS_hospitals,1,,30.335266,77.96928,"Ramrati Eye Hospital, Pump House, 34/2, Kendriya Vidyalaya Road, near Amitabh Textile Mill, Special Wing, Prem Nagar, Dehradun, Uttarakhand, Dehradun, 248001",30.3352132,77.9704744
873,Rastogi Dental Clinic On Panel Of CGHS UPCL IIRS UERC,"Shop No. 4, Chanakya Tower, Opp.Dilaram Mandir, Rajpur Rd, Dehradun, Uttarakhand 248001",,Dehradun,Uttarakhand,India,,,,,,30.3366769,78.0563478,GEOMETRIC_CENTER,NON NABH,,094120 52826,CGHS_hospitals,0,,,,"Rastogi Dental Clinic On Panel Of CGHS UPCL IIRS UERC, Shop No. 4, Chanakya Tower, Opp.Dilaram Mandir, Rajpur Rd, Dehradun, Uttarakhand 248001, Dehradun, ",30.3368051,78.0564784
874,Subharti Hospital And Colleg,"Shubarti Hospital , Subhartipuram, Kotra Santour, Prem Nagar, Shahpur Santore, Uttarakhand",248007,Dehradun,Uttarakhand,India,,,,,,30.3436,77.9660574,GEOMETRIC_CENTER,NON NABH,,0135 277 1925,CGHS_hospitals,1,,30.3436,77.9660574,"Subharti Hospital And Colleg, Shubarti Hospital , Subhartipuram, Kotra Santour, Prem Nagar, Shahpur Santore, Uttarakhand, Dehradun, 248007",30.3435614,77.9661141
875,Max Super Speciality Hospital Dehradun,"Mussoorie Diversion Road, Dehradun, Uttarakhand",248001,Dehradun,Uttarakhand,India,,,,,,30.3733921,78.0744877,GEOMETRIC_CENTER,NABH,,0135 719 3000,CGHS_hospitals,1,,30.3733921,78.0744877,"Max Super Speciality Hospital Dehradun, Mussoorie Diversion Road, Dehradun, Uttarakhand, Dehradun, 248001",30.3733921,78.0744877
876,Kapil eye hospital,"240, Vivek Vihar, Opposite PWD Rest House, 134002, Police Line, Ambala, Haryana",134002,Ambala,Haryana,India,,,,,,30.376971,76.789486,GEOMETRIC_CENTER,NABH,Exclusive Eye Hospital,Mr Chetan Kapoor Mb 9812034351,CGHS_hospitals,1,,30.376971,76.789486,"Kapil eye hospital, 240, Vivek Vihar, Opposite PWD Rest House, 134002, Police Line, Ambala, Haryana, Ambala, 134002",30.376971,76.789486
877,Bansal Eye Hospital,"t2l,Civil Lines, Near Kalka Chowk, Ambala City , 134003, Haryana",,Ambala,Haryana,India,,,,,,30.3781788,76.7766973,GEOMETRIC_CENTER,NABH,Exclusive Eye Hospital,Sh Jasbir Singh Mb 9050636540,CGHS_hospitals,1,,30.3781788,76.7766973,"Bansal Eye Hospital, t2l,Civil Lines, Near Kalka Chowk, Ambala City , 134003, Haryana, Ambala, ",30.3817497,76.7851594
878,Leelawati Hospital,"9, Police Line Rd, Near Arya Chowk, Inder Nagar, Ambala, Haryana",134003,Ambala,Haryana,India,,,,,,30.379764,76.7831494,ROOFTOP,NABH,Eye Hospital,Dr Mathur M:9416020376,CGHS_hospitals,1,,30.379764,76.7831494,"Leelawati Hospital, 9, Police Line Rd, Near Arya Chowk, Inder Nagar, Ambala, Haryana, Ambala, 134003",30.3785621,76.7857782
879,P.C.Sharma Eye Hospital,"Civil lines, opposite telephone exchange, arya chowk, Ambala, Haryana",134002,Ambala,Haryana,India,,,,,,30.3805381,76.7804581,GEOMETRIC_CENTER,NABH,Exclusive Eye Care,Mr Yashpal M:9416447545,CGHS_hospitals,1,,30.3805381,76.7804581,"P.C.Sharma Eye Hospital, Civil lines, opposite telephone exchange, arya chowk, Ambala, Haryana, Ambala, 134002",30.3752011,76.782122
880,Manocha Eye  Hospital,"Arya Samaj School, Arya Chowk, Ambala, Haryana",134003,Ambala,Haryana,India,,,,,,30.38040054,76.78033863,ROOFTOP,NABH,Exclusive Eye Care,Ms Anu Gotra M:8295446009,CGHS_hospitals,1,,30.3804005,76.78033,"Manocha Eye  Hospital, Arya Samaj School, Arya Chowk, Ambala, Haryana, Ambala, 134003",30.3805422,76.7801069
881,Healing Touch superspeciality Hospital,"Sultanpur Chowk, Nr. Dhulkot Barrier, Ambala Chandigarh Expy, Ambala, Haryana",134003,Ambala,Haryana,India,,,,,,30.401834,76.786577,GEOMETRIC_CENTER,NABH,All Available facilities,Mr Tanuj Sharma,CGHS_hospitals,1,,30.401834,76.786577,"Healing Touch superspeciality Hospital, Sultanpur Chowk, Nr. Dhulkot Barrier, Ambala Chandigarh Expy, Ambala, Haryana, Ambala, 134003",30.3721274,76.8005455
882,Ojas Hospital,"Sector 26, Panchkula Extension, Panchkula, Haryana",134116,Panchkula,Punjab,India,,,,,,30.66081296,76.88146562,ROOFTOP,NABH,All Available facilities as per,Mrs lndertit kaur M:9888853047,CGHS_hospitals,1,,30.660812,76.88146,"Ojas Hospital, Sector 26, Panchkula Extension, Panchkula, Haryana, Panchkula, 134116",30.6608986,76.882052
883,"Alchemist Hospital,","Sector 21, Budanpur, Panchkula, Punjab",134112,Panchkula,Punjab,India,,,,,,30.6745927,76.8647413,GEOMETRIC_CENTER,NABH,All Available Facilities,Mr rajkumar M:9316367275,CGHS_hospitals,1,,30.6745927,76.8647413,"Alchemist Hospital,, Sector 21, Budanpur, Panchkula, Punjab, Panchkula, 134112",30.675106,76.8646278
884,Mirchia Hospitals,"Site No. 1, Sector 15, Near Ragunath Mandir, Haryana",134113,Panchkula,Punjab,India,,,,,,30.6856313,76.8403664,GEOMETRIC_CENTER,NABH,Exclusive Eye Care Centre,Dr Mirchia M:9872I00999,CGHS_hospitals,1,,30.6856313,76.8403664,"Mirchia Hospitals, Site No. 1, Sector 15, Near Ragunath Mandir, Haryana, Panchkula, 134113",30.6858423,76.8408714
885,"Drishti Eye Hospital,","11, Plot No 209, On Sector 10, Main, Dividing Rd, Sector 10, Panchkula, Haryana",134109,Panchkula,Punjab,India,,,,,,30.6881935,76.8501266,GEOMETRIC_CENTER,NABH,Exclusive Eye Care Centre,Mr Abhimanyu M:B2B4948BBB,CGHS_hospitals,1,,30.6881935,76.8501266,"Drishti Eye Hospital,, 11, Plot No 209, On Sector 10, Main, Dividing Rd, Sector 10, Panchkula, Haryana, Panchkula, 134109",30.6898813,76.8483677
886,Grecia Super Speciality Hospital,"Phase 9, Sahibzada Ajit Singh Nagar, Punjab",160062,Mohali,Punjab,India,,,,,,30.6911449,76.7230443,GEOMETRIC_CENTER,NABH,All Available Speciality,Mr Sumit M:9815840167,CGHS_hospitals,1,,30.6911449,76.7230443,"Grecia Super Speciality Hospital, Phase 9, Sahibzada Ajit Singh Nagar, Punjab, Mohali, 160062",39.074208,21.824312
887,Mayo Healthcare Super Speciality Hospital,"Site 1 & 2, near Gurudwara Singh Shaheedan, Phase, near Medical Education Bhavan, Sector 69, Sahibzada Ajit Singh Nagar, Punjab",160062,Mohali,Punjab,India,,,,,,30.6915208,76.7163451,GEOMETRIC_CENTER,NABH,All Available Facilities,Senicprr 8t71517444,CGHS_hospitals,1,,30.6915208,76.7163451,"Mayo Healthcare Super Speciality Hospital, Site 1 & 2, near Gurudwara Singh Shaheedan, Phase, near Medical Education Bhavan, Sector 69, Sahibzada Ajit Singh Nagar, Punjab, Mohali, 160062",30.6921106,76.7160653
888,Sri Guru HarKrishan Sahib Sohana Eye and Super Speciality Charitable Hospital,"Akal Ashram Colony, Sector 77, Sahibzada Ajit Singh Nagar,",,Mohali,Punjab,India,,,,,,30.6931029,76.6991642,GEOMETRIC_CENTER,NABH,Exclusive Dental Clinic,Mr Adarsh suri M:9814095240,CGHS_hospitals,0,,,,"Sri Guru HarKrishan Sahib Sohana Eye and Super Speciality Charitable Hospital, Akal Ashram Colony, Sector 77, Sahibzada Ajit Singh Nagar,, Mohali, ",30.6921896,76.6989755
889,Paras Hospital,"Gurudwara, Paras Hospital, near Nada Sahib, Panchkula, Haryana",134109,Panchkula,Punjab,India,,,,,,30.6933341,76.8833307,GEOMETRIC_CENTER,NABH,All Available facilities as per,"Mr Paras.lagga M:7307731,11,3",CGHS_hospitals,1,,30.6933341,76.8833307,"Paras Hospital, Gurudwara, Paras Hospital, near Nada Sahib, Panchkula, Haryana, Panchkula, 134109",30.6932765,76.8833491
890,Fortis Hospital,"Sector 62, Sahibzada Ajit Singh Nagar, Punjab",160062,Mohali,Punjab,India,,,,,,30.6952387,76.7314157,GEOMETRIC_CENTER,NABH,All Available facilities as per,Mr Arjinder Singh,CGHS_hospitals,1,,30.69523,76.7314157,"Fortis Hospital, Sector 62, Sahibzada Ajit Singh Nagar, Punjab, Mohali, 160062",30.6952398,76.7314188
891,"Amar Hospital,","Sector 70, Sahibzada Ajit Singh Nagar, Punjab",160071,Mohali,Punjab,India,,,,,,30.6963145,76.7165546,GEOMETRIC_CENTER,NABH,All Available Specialities,Mr jaswinder singh M:9779857473,CGHS_hospitals,1,,30.6963145,76.7165546,"Amar Hospital,, Sector 70, Sahibzada Ajit Singh Nagar, Punjab, Mohali, 160071",30.6962567,76.7165493
892,Health map diagnostic pvt ltd.,,,Panchkula,Punjab,India,,,,,,30.7065402,76.8562617,GEOMETRIC_CENTER,NABH,MRIAND CT.SCAN,Mr RS Khokhar M:9888874747,CGHS_hospitals,0,,,,"Health map diagnostic pvt ltd., , Panchkula, ",30.6942091,76.860565
893,Ivy Hospital,"3376, Lakhnaur Pind Road, Sector 71, Sahibzada Ajit Singh Nagar, Punjab",160071,Mohali,Punjab,India,,,,,,30.7067869,76.7082497,GEOMETRIC_CENTER,NABH,All Available Specialities,Mr Abhishek M:8699999914,CGHS_hospitals,1,,30.7067869,76.7082497,"Ivy Hospital, 3376, Lakhnaur Pind Road, Sector 71, Sahibzada Ajit Singh Nagar, Punjab, Mohali, 160071",30.7050536,76.7045874
894,Dr Lal PathLab,Phase 7,,Mohali,Punjab,India,,,,,,30.7067919,76.7248029,GEOMETRIC_CENTER,NABL,Laboratory lnvestigations,SUMIT M:734701.0601,CGHS_hospitals,0,,,,"Dr Lal PathLab, Phase 7, Mohali, ",30.7133319,76.7189716
895,JP Eye Hospital,"Phase - 7, H.No, 35, Mohali Stadium Rd, Sector 61, Sahibzada Ajit Singh Nagar, Chandigarh",160062,Mohali,Punjab,India,,,,,,30.70680763,76.72617583,ROOFTOP,NABH,Eye Care Facility,Shashi Bala M:8427040884,CGHS_hospitals,1,,30.706807,76.72617583,"JP Eye Hospital, Phase - 7, H.No, 35, Mohali Stadium Rd, Sector 61, Sahibzada Ajit Singh Nagar, Chandigarh, Mohali, 160062",30.691637,76.731464
896,Indus Speciality Hospital,"SCF 98-100, Near Chawla Chowk, Phase 3B-2, Sector 60, Sahibzada Ajit Singh Nagar, Punjab",160059,Mohali,Punjab,India,,,,,,30.7089058,76.7225259,ROOFTOP,NABH,All Available Specialities,Mr Satbir singh M:991.4750544,CGHS_hospitals,1,,30.7089058,76.7225259,"Indus Speciality Hospital, SCF 98-100, Near Chawla Chowk, Phase 3B-2, Sector 60, Sahibzada Ajit Singh Nagar, Punjab, Mohali, 160059",30.7096333,76.7199233
897,Eden Hospital,"Industrial Area Phase 2, Industrial Area Phase I, Chandigarh,",160002,Chandigarh,Punjab,India,,,,,,30.7091503,76.8024775,ROOFTOP,NABH,All Available facilities as per NABH,HS Wadhawan M:9138375383,CGHS_hospitals,1,,30.7091503,76.8024775,"Eden Hospital, Industrial Area Phase 2, Industrial Area Phase I, Chandigarh,, Chandigarh, 160002",30.7091127,76.8026998
898,Spiral CT And MRI Centre,"Chaitanya Hospital, Sector 44,",,Chandigarh,Punjab,India,,,,,,30.7102554,76.7542095,GEOMETRIC_CENTER,NABH,"PET Scan, CT scan, MRI scan, Mammography, USG, DexaScan, X- ray",Mr Devender M:9417378777,CGHS_hospitals,0,,,,"Spiral CT And MRI Centre, Chaitanya Hospital, Sector 44,, Chandigarh, ",30.7104704,76.7543115
899,DHAWAN HOSPITAL,"Rina Road, Plot No.1, Sector 7, Panchkula, Haryana",134109,Panchkula,Punjab,India,,,,,,30.7110942,76.8495932,ROOFTOP,NABH,All Available facilities as per NABH,Ms. Isha M:9023947891,CGHS_hospitals,1,,30.7110942,76.8495932,"DHAWAN HOSPITAL, Rina Road, Plot No.1, Sector 7, Panchkula, Haryana, Panchkula, 134109",30.7110942,76.8495932
900,Landmark Hospital,"Site No I-II, opp. Terrace Garden, Sector 33C, Sector 33, Chandigarh,",160020,Chandigarh,Punjab,India,,,,,,30.7122958,76.7701929,GEOMETRIC_CENTER,NABH,All Available Facilities,Manjit M:82849731.97,CGHS_hospitals,1,,30.7122958,76.7701929,"Landmark Hospital, Site No I-II, opp. Terrace Garden, Sector 33C, Sector 33, Chandigarh,, Chandigarh, 160020",30.7109038,76.7689988
901,Helix Pathlabs-,"SCF 82, FIRST FLOOR, PHASE 5",,Mohali,Punjab,India,,,,,,30.7143132,76.7180134,GEOMETRIC_CENTER,NABL,Laboratory lnvestigations,Dr Charanjeet,CGHS_hospitals,0,,,,"Helix Pathlabs-, SCF 82, FIRST FLOOR, PHASE 5, Mohali, ",30.714478,76.7148927
902,Mukat Hospital & Heart Institute,"47, S.C.O, 49, Dakshin Marg, Sector 34A, Chandigarh,",160022,Chandigarh,Punjab,India,,,,,,30.7229206,76.7705566,ROOFTOP,NABH,All Available Specialities,Mr BS Sandhu M:9872048149,CGHS_hospitals,1,,30.7229206,76.7705566,"Mukat Hospital & Heart Institute, 47, S.C.O, 49, Dakshin Marg, Sector 34A, Chandigarh,, Chandigarh, 160022",30.7228152,76.7703525
903,Dr Kochar's House of Smiles,"1154, Sector-21 B,",,Chandigarh,Punjab,India,,,,,,30.725393,76.779294,ROOFTOP,NABH,Exclusive Dental Care,Dr. Deepshikha M:8196819609,CGHS_hospitals,0,,,,"Dr Kochar's House of Smiles, 1154, Sector-21 B,, Chandigarh, ",30.725393,76.779294
904,"Indus Hygiea Dental,",Indus Hygeia Dental,,Mohali,Punjab,India,,,,,,30.73698,76.7151421,ROOFTOP,NABH,Exclusive Dental Clinic,"Mr Satbir singh M:991,4750544",CGHS_hospitals,0,,,,"Indus Hygiea Dental,, Indus Hygeia Dental, Mohali, ",30.7046486,76.7178726
905,Superb MRI & CT Scan Centre,Superb MRI and Ct Scan centre Chandigarh,,Chandigarh,Punjab,India,,,,,,30.7398736,76.7928256,ROOFTOP,NABH,"MRI, CT scan, Dexa Scan","Mr Rajinder saini M:921,6870704",CGHS_hospitals,0,,,,"Superb MRI & CT Scan Centre, Superb MRI and Ct Scan centre Chandigarh, Chandigarh, ",30.7398736,76.7928256
906,Max hospital,"Chandigarh Rd, near Civil Hospital, Phase 6, Sector 56, Sahibzada Ajit Singh Nagar, Punjab",160055,Mohali,Punjab,India,,,,,,30.74008,76.7142961,GEOMETRIC_CENTER,NABH,All Available Specialities,Mr Amit M:9915081083,CGHS_hospitals,1,,30.74008,76.7142961,"Max hospital, Chandigarh Rd, near Civil Hospital, Phase 6, Sector 56, Sahibzada Ajit Singh Nagar, Punjab, Mohali, 160055",30.7379524,76.7140348
907," Grewa Eye Institute,","SCO 168-169, Sector, 9C, Chandigarh,",160009,Chandigarh,Punjab,India,,,,,,30.74187968,76.79088855,GEOMETRIC_CENTER,NABH,Exclusive Eye Care Centre,Mr Baljot singh M:9779188883,CGHS_hospitals,1,,30.741879,76.79088855," Grewa Eye Institute,, SCO 168-169, Sector, 9C, Chandigarh,, Chandigarh, 160009",30.7417631,76.7909316
908,Chandigarh Clinical Laborotaries,Sector 16,,Chandigarh,Punjab,India,,,,,,30.7469587,76.7759817,ROOFTOP,NABL,"Clinical path, Hematology, Histopath, Cytopathology, Biochemistry, Microbiology and Serology",Mr RK Khanna M:981.4014932,CGHS_hospitals,0,,,,"Chandigarh Clinical Laborotaries, Sector 16, Chandigarh, ",30.7469587,76.7759817
