Sr. No,Name,Address,Pincode,City,State,Country,Type,admission_capacity,n_beds,latitude_coordinate,longitude_coordinate,gmaps_Latitude,gmaps_Longitude,gmaps_Accuracy,Accrediation,Domains,Contact,data_source_name,Surgical,Notes TJ,latitude_aleesha,longitude_aleesha,Manual Address,Latitude,Longitude,Postcode_py,address_py,Manual Score,Levenshtein Distance,Jaro Wrinkler Distance,Jaccard Distance,Cosine Distance,Monge Elkan Distance,BWTRLENCD Distance,Monge Elkan Distance*10,Auto Score
757,"DelhiMulti
 Speciality Dental
 Clinic
 ","1449/6,LoniRoad,
 Durgapuri Chowk, Shahdara,
 Delhi-110032.",,,,India,,,,,,28.690311,77.292125,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"DelhiMulti
 Speciality Dental
 Clinic
 , 1449/6,LoniRoad,
 Durgapuri Chowk, Shahdara,
 Delhi-110032., , ",28.6881512,77.2921563,110093,"Balbir Nagar Extension, Babarpur, Shahdara Tehsil, Shahdara District, Delhi, 110093, India",,0.221153846,0.627700078,0.527559055,0.692527268,0.003883136,0.165048544,0.038831361,0.535282427
759,"Gupta'sDental
 Clinicand
 Implant Centre
 ","B-27,EastJyotiNagar,
 DurgapuriChowk,Near
 HDFCBank,Shahdara,
 Delhi-110093.",,,,India,,,,,,28.6908915,77.2922112,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Gupta'sDental
 Clinicand
 Implant Centre
 , B-27,EastJyotiNagar,
 DurgapuriChowk,Near
 HDFCBank,Shahdara,
 Delhi-110093., , ",28.6923506,77.2943203,110093,"Yamuna Vihar Tehsil, North East Delhi District, Delhi, 110093, India",,0.241935484,0.62295908,0.465648855,0.664300434,0.002991675,0.025,0.029916753,0.500975141
760,Narang Eye Institute,"Park, Opposite Harsh Vihar, Shyamji Krishna Varma Marg, A-10, Lok Vihar, Pitam Pura, Delhi,",110034,,,India,,,,,,28.69157366,77.13561143,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.6915736,77.1356114,"Narang Eye Institute, Park, Opposite Harsh Vihar, Shyamji Krishna Varma Marg, A-10, Lok Vihar, Pitam Pura, Delhi,, , 110034",28.6915405,77.1355762,110034,"Rohit Kunj, Pitampura, Saraswati Vihar Tehsil, North West Delhi District, Delhi, 110034, India",,0.260162602,0.667465038,0.583941606,0.744000975,0.003635402,0.12037037,0.036354022,0.559583049
761,"Sunder Lal Jain
 Charitable
 Hospital","Phase 3, Sawan Park, Ashok Vihar, New Delhi",110052,,,India,,,,,,28.6917859,77.1814428,GEOMETRIC_CENTER,Non-NABH,"Cardiology,GeneralMedicine,General
 Surgery,ObstetricsandGynecology,
 ENT,Eye,Endoscopic/Laparoscopic
 procedures,GastrointestinalSurgery,
 Pulmonology, Orthopedic surgery with
 Joint replacement, Urology, Nephrology
 includingDialysis,Neurologyand
 Neurosurgery,Cancertreatment(
 Surgery,Chemotherapy),Dentaland
 Diagnostics.",,CGHS_hospitals,1,,28.6917859,77.1814428,"Sunder Lal Jain
 Charitable
 Hospital, Phase 3, Sawan Park, Ashok Vihar, New Delhi, , 110052",28.6917859,77.1814428,110052,"Nayati Sunder Lal Jain Hospital, Ashok Vihar Road, Ashok Vihar - III, Saraswati Vihar Tehsil, North West Delhi District, Delhi, 110052, India",,0.390070922,0.689713216,0.563758389,0.73752342,0.005021267,0.112903226,0.050212665,0.598370902
762,"Centre For Sight
 ","B-2/6,AshokVihar,
 Phase-II, 1st & 2nd Floor,
 Delhi-",110052,,,India,,,,,,28.6925682,77.17738,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.6925682,77.17738,"Centre For Sight
 , B-2/6,AshokVihar,
 Phase-II, 1st & 2nd Floor,
 Delhi-, , 110052",28.6799481,77.1810089,110052,"Bunkar Bhawan, Swami Narayan Marg, Ashok Vihar - IV, Saraswati Vihar Tehsil, North West Delhi District, Delhi, 110052, India",,0.314516129,0.589286283,0.468085106,0.650570021,0.005298302,0.036363636,0.052983016,0.514517903
763,"Delhi MR & CT
 ScanCentre","FortisAashlokHospital,
 25A/AB,CommunityCentre,
 SafdarjungEnclave,New
 Delhi-110029.Tel.No.011-
 46193300",,,,India,,,,,,28.6926954,77.1525475,GEOMETRIC_CENTER,Non-NABH,CT Scan,,CGHS_hospitals,0,,,,"Delhi MR & CT
 ScanCentre, FortisAashlokHospital,
 25A/AB,CommunityCentre,
 SafdarjungEnclave,New
 Delhi-110029.Tel.No.011-
 46193300, , ",28.5232857,77.2078641,110030,"Anupam Shopping Market, Saket, Hauz Khas Tehsil, South Delhi District, Delhi, 110030, India",,0.197080292,0.643873693,0.5,0.680663735,0.002743886,0.072463768,0.027438862,0.510091737
764,"SaralAdvanced
 DiagnosticsPvt.
 Ltd","E-1073, Saraswati Vihar, Pitam
 Vihar, Delhi-34.
 Mob. No. 9810273400.",,,,India,,,,,,28.69315,77.120911,ROOFTOP,"NABL/NABH
 Accredited","MRI,NuclearMedicine,CT
 Scan,X-ray,Ultrasound,
 Mammography,Bone
 DensitometryandLaboratory
 Investigation.",,CGHS_hospitals,0,,,,"SaralAdvanced
 DiagnosticsPvt.
 Ltd, E-1073, Saraswati Vihar, Pitam
 Vihar, Delhi-34.
 Mob. No. 9810273400., , ",28.6953786,77.119867,110034,"Pitampura, Saraswati Vihar Tehsil, North West Delhi District, Delhi, 110034, India",,0.234234234,0.630471935,0.519685039,0.691791975,0.003530558,0.153846154,0.035305576,0.536081332
767,"NorthDelhi
 Advanced
 Diagnostic&
 MRI Centre,
 ","7-SBI Colony, Near Gurudwara
 NanakPyau(Towards
 Azadpur),Opp.IndianOil
 Petrol Pump, Main GT Karnal
 Road,Delhi-110009.Tel.No.
 011-45040666",,,,India,,,,,,28.693717,77.1899944,GEOMETRIC_CENTER,Non-NABH,"X-ray,OPG,CTScan,
 Mammography,USG/Colour
 Doppler, Bone Densitometry,
 MRIandLaboratory
 Investigations.",,CGHS_hospitals,0,,,,"NorthDelhi
 Advanced
 Diagnostic&
 MRI Centre,
 , 7-SBI Colony, Near Gurudwara
 NanakPyau(Towards
 Azadpur),Opp.IndianOil
 Petrol Pump, Main GT Karnal
 Road,Delhi-110009.Tel.No.
 011-45040666, , ",28.6959936,77.190148,110009,"GT Karnal Road Industrial Area, Model Town Tehsil, North Delhi District, Delhi, 110009, India",,0.194871795,0.64386984,0.461928934,0.675744644,0.001959237,0.062827225,0.019592373,0.500552508
776,"LeelaDental
 Clinic
 ","9,HakikatNagar,GateNo.1,
 GTBNagar,KingswayCamp,
 Delhi-110009.Tel.No.011-
 27658182.",,,,India,,,,,,28.697852,77.207955,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"LeelaDental
 Clinic
 , 9,HakikatNagar,GateNo.1,
 GTBNagar,KingswayCamp,
 Delhi-110009.Tel.No.011-
 27658182., , ",28.6978891,77.2079736,110009,"Hakikat Nagar, Model Town Tehsil, North Delhi District, Delhi, 110009, India",,0.205357143,0.605165932,0.46875,0.650332477,0.003308355,0.074074074,0.033083546,0.495513076
777,"Nayan The Modern
 Eye Care Centre","A-99-B, Ashok Vihar Phase-II, DDA Flats, Devendar Singh Tewtiai marg, Ashok Vihar II, Harihar Apartments, near TVR Mall, New Delhi",110035,,,India,,,,,,28.6979902,77.1756744,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.6979902,77.1756744,"Nayan The Modern
 Eye Care Centre, A-99-B, Ashok Vihar Phase-II, DDA Flats, Devendar Singh Tewtiai marg, Ashok Vihar II, Harihar Apartments, near TVR Mall, New Delhi, , 110035",28.6980141,77.1757144,110052,"Ashok Vihar Phase-2, Ashok Vihar - II, Saraswati Vihar Tehsil, North West Delhi District, Delhi, 110052, India",,0.297142857,0.67038961,0.540540541,0.72074997,0.002514286,0.158227848,0.025142857,0.570142231
778,"CentreForSight
 CA","304-309, Outer Ring Rd, Sector 3, Pocket 34, Sector 3H, Rohini, New Delhi",110034,,,India,,,,,,28.69684596,77.11460962,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.69684,77.1146,"CentreForSight
 CA, 304-309, Outer Ring Rd, Sector 3, Pocket 34, Sector 3H, Rohini, New Delhi, , 110034",28.7077393,77.1075892,110085,"Sector 3, Rohini, Rohini Tehsil, North West Delhi District, Delhi, 110085, India",,0.262135922,0.607529852,0.475806452,0.649962658,0.004006033,0.189473684,0.040060326,0.536243999
779,"Kansal PathLab
 and Diagnostics
 ","C-9/16,YamunaVihar,New
 Delhi-110053.Tel.No.011-
 43521750",,,,India,,,,,,28.6987279,77.2699569,GEOMETRIC_CENTER,"NABL
 Accredited",Laboratory Investigations,,CGHS_hospitals,0,,,,"Kansal PathLab
 and Diagnostics
 , C-9/16,YamunaVihar,New
 Delhi-110053.Tel.No.011-
 43521750, , ",28.696534,77.268693,110053,"Bhajanpura, Seelam Pur Tehsil, North East Delhi District, Delhi, 110053, India",,0.175257732,0.599803747,0.483050847,0.655302292,0.003879265,0.103092784,0.038792645,0.493851674
780,"Kumar Dental
 Clinic
 ","209, Hakikat Nagar, Gali No.7,
 Near GTB Metro Station, Delhi
 - 110009. Tel. No. 9810531209.",,,,India,,,,,,28.6991152,77.2084047,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Kumar Dental
 Clinic
 , 209, Hakikat Nagar, Gali No.7,
 Near GTB Metro Station, Delhi
 - 110009. Tel. No. 9810531209., , ",28.6978366,77.2069438,110009,"GTB Nagar Metro Gate No. 3, Mahatma Gandhi Marg, Mukherjee Nagar, Model Town Tehsil, North Delhi District, Delhi, 110009, India",,0.212598425,0.659001432,0.58974359,0.742152717,0.003654122,0.146551724,0.03654122,0.549796707
782,"Ganesh
 Diagnostic&
 ImagingCentre
 Pvt. Ltd.","B-3,DerawalNagar,Opp.
 Model Town, Delhi-9. Tel. No.
 9811067479",,,,India,,,,,,28.699156,77.1194198,ROOFTOP,"Non-NABL/
 Non-NABH","X-ray,Ultrasoundand
 Laboratory Investigations",,CGHS_hospitals,0,,,,"Ganesh
 Diagnostic&
 ImagingCentre
 Pvt. Ltd., B-3,DerawalNagar,Opp.
 Model Town, Delhi-9. Tel. No.
 9811067479, , ",28.698702,77.1871799,110009,"Vinayak Hospital, Stadium Road, Mahendru Enclave, Model Town Tehsil, North Delhi District, Delhi, 110009, India",,0.182608696,0.631908815,0.537414966,0.699224572,0.003213611,0.03539823,0.032136106,0.50189742
784,"Ganesh
 Diagnostic
 &Imaging Centre
 Pvt. Ltd.","C-1, Hari Nagar, Near DDU
 Hospital, New Delhi. Tel.No.
 011-25126431, 9811067479",,,,India,,,,,,28.699156,77.1194198,ROOFTOP,Non-NABL,"Ultrasound, CT Scan, Color
 Doppler, X-ray, ECG
 &Laboratory Investigations.",,CGHS_hospitals,0,,,,"Ganesh
 Diagnostic
 &Imaging Centre
 Pvt. Ltd., C-1, Hari Nagar, Near DDU
 Hospital, New Delhi. Tel.No.
 011-25126431, 9811067479, , ",28.6252381,77.1030584,110064,"DTC Colony, Hari Nagar, Rajouri Garden Tehsil, West Delhi District, Delhi, 110064, India",,0.248120301,0.640949723,0.524137931,0.702500173,0.00293968,0.100775194,0.0293968,0.533374227
785,"Ganesh
 Diagnostic&
 ImagingCentre
 Pvt. Ltd.
 ","C-1/8, YamunaVihar,Near'C'
 Block, Red Light, New Delhi -
 110053. Tel.No. 011-22910034.",,,,India,,,,,,28.699156,77.1194198,ROOFTOP,"Non-NABL/
 Non-NABH","X-ray,CT-Scan,Ultrasound
 and Laboratory Investigations",,CGHS_hospitals,0,,,,"Ganesh
 Diagnostic&
 ImagingCentre
 Pvt. Ltd.
 , C-1/8, YamunaVihar,Near'C'
 Block, Red Light, New Delhi -
 110053. Tel.No. 011-22910034., , ",28.7009398,77.2610857,110053,"Bhajanpura, Seelam Pur Tehsil, North East Delhi District, Delhi, 110053, India",,0.226950355,0.609796823,0.450331126,0.64841351,0.002540114,0.071942446,0.025401137,0.499017108
786,"Sanjeevani
 Dental Care
 
 ","E-20/64,NearRemalPublic
 School,Sector-3,Rohini,
 Delhi-110085.",,,,India,,,,,,28.6994835,77.10572,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Sanjeevani
 Dental Care
 
 , E-20/64,NearRemalPublic
 School,Sector-3,Rohini,
 Delhi-110085., , ",28.6995487,77.1056187,110085,"Sector 3, Rohini, Saraswati Vihar Tehsil, North West Delhi District, Delhi, 110085, India",,0.229166667,0.614019652,0.491935484,0.659932042,0.00406901,0.053191489,0.040690104,0.505225743
787,"NavDrishtiEye
 Center","Maharaja Agarsen Park, B5/351, Block B, Yamuna Vihar, Shahdara, Delhi",110053,,,India,,,,,,28.7004164,77.2686201,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.7004164,77.26862,"NavDrishtiEye
 Center, Maharaja Agarsen Park, B5/351, Block B, Yamuna Vihar, Shahdara, Delhi, , 110053",28.7008563,77.2690707,110053,"Brijpuri, Yamuna Vihar, Yamuna Vihar Tehsil, North East Delhi District, Delhi, 110053, India",,0.254901961,0.676719238,0.603305785,0.753579127,0.00432526,0.166666667,0.043252595,0.573704169
788,"Panchsheel
 Hospitals Pvt.
 Ltd.","63A, police station, C-3, 64A, opp. Gokalpuri, Yamuna Vihar, Delhi",110053,,,India,,,,,,28.7016942,77.2796543,ROOFTOP,"NABHw.e.f
 8.10.2015
 /
 NABL
 w.e.f.
 01.04.2019","GeneralMedicine,Gynae&Obs.,
 Orthopedicsandjoint
 replacements,GeneralSurgery,
 Endoscopic/Laproscopicprocedures,
 Pediatrics,Gastroenterology,Dental,
 Urology & Nephrology, Eye, ENT and
 Diagnostics.",,CGHS_hospitals,1,,28.70169,77.2796,"Panchsheel
 Hospitals Pvt.
 Ltd., 63A, police station, C-3, 64A, opp. Gokalpuri, Yamuna Vihar, Delhi, , 110053",28.7018715,77.2828875,110053,"Wazirabad Road, Brijpuri, Yamuna Vihar, Yamuna Vihar Tehsil, North East Delhi District, Delhi, 110053, India",,0.190909091,0.620036745,0.503448276,0.669752957,0.003760331,0.207920792,0.037603306,0.528521935
789,"AsianSamra
 MultiSpeciality
 Hospital,
 ","c3, 53, Service Ln, Block C, Yamuna Vihar, Gokalpuri, New Delhi",110053,,,India,,,,,,28.7018318,77.2786226,ROOFTOP,Non-NABH,"GeneralMedicine,GeneralSurgery,
 Gynae. & Obst., Orthopaedic (Excluding
 JointReplacement),Gastroenterology-
 Medical, Nephrology (including Dialysis
 and Lithotripsy) Vascular Surgery, Eye,
 ENT and Diagnostics.",,CGHS_hospitals,1,,28.7018318,77.278622,"AsianSamra
 MultiSpeciality
 Hospital,
 , c3, 53, Service Ln, Block C, Yamuna Vihar, Gokalpuri, New Delhi, , 110053",28.7016152,77.2822793,110053,"Brijpuri, Yamuna Vihar, Yamuna Vihar Tehsil, North East Delhi District, Delhi, 110053, India",,0.226086957,0.645491143,0.556390977,0.719430567,0.003705104,0.201834862,0.03705104,0.554357684
790,"JainEyeHospital
 and Laser Centre
","AG-152, near Richi Rich Banquet, Delhi",110088,,,India,,,,,,28.70197191,77.16289349,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.7019719,77.162893,"JainEyeHospital
 and Laser Centre
, AG-152, near Richi Rich Banquet, Delhi, , 110088",28.7040592,77.1024902,110083,"Sector 3, Rohini, Rohini Tehsil, North West Delhi District, Delhi, 110083, India",,0.238095238,0.61212522,0.518518519,0.683130051,0.004747732,0.037037037,0.047477324,0.508950011
791,"RadiumEye
 Centre LLP,
 ","A1/11, 3rd Floor, Above J J Communications, near Deepali Chowk, Sector 8, New Delhi, Delhi",110085,,,India,,,,,,28.69930945,77.11857306,APPROXIMATE,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.6993,77.11857306,"RadiumEye
 Centre LLP,
 , A1/11, 3rd Floor, Above J J Communications, near Deepali Chowk, Sector 8, New Delhi, Delhi, , 110085",28.69831,77.11946,110034,"Deepali Chowk, Outer Ring Road, Sector 8, Pitampura, Saraswati Vihar Tehsil, North West Delhi District, Delhi, 110034, India",,0.214285714,0.640866566,0.5625,0.720023041,0.003495843,0.068376068,0.034958428,0.524525062
792,"KiranEyeCare
 Centre","B-50, Brahma Kumari Marg, near Metro Station, Derawal Nagar, Model Town, Delhi,",110009,,,India,,,,,,28.7026262,77.19077,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.7026262,77.19077,"KiranEyeCare
 Centre, B-50, Brahma Kumari Marg, near Metro Station, Derawal Nagar, Model Town, Delhi,, , 110009",28.702699,77.1908439,110009,"Gujranwalan Town, Model Town Tehsil, North Delhi District, Delhi, 110009, India",,0.234234234,0.612563003,0.484375,0.66208943,0.003855207,0.105769231,0.038552066,0.515058788
793,Ahuja Eye Centre,"AG-11, Shalimar Bagh, Main Ring Road, Opp Wazirpur Computer Market, New Delhi, Delhi",110088,,,India,,,,,,28.7027638,77.1659281,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.7027638,77.1659281,"Ahuja Eye Centre, AG-11, Shalimar Bagh, Main Ring Road, Opp Wazirpur Computer Market, New Delhi, Delhi, , 110088",28.6975444,77.1604397,110088,"Ashok Vihar, Shalimar Bagh, Saraswati Vihar Tehsil, North West Delhi District, Delhi, 110088, India",,0.330357143,0.663090038,0.551470588,0.712253603,0.003667092,0.098039216,0.036670918,0.567822426
794,Narang Eye Institute,"B-8, 2nd Main Road, Derawal Nagar, Model Town, New Delhi, Delhi",110009,,,India,,,,,,28.703222,77.191806,GEOMETRIC_CENTER,"NABHAccredited
 w.e.f. 01.02.2017",Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.703222,77.191806,"Narang Eye Institute, B-8, 2nd Main Road, Derawal Nagar, Model Town, New Delhi, Delhi, , 110009",28.704899,77.190164,110009,"Model Town, Model Town Tehsil, North Delhi District, Delhi, 110009, India",,0.242105263,0.667437288,0.58490566,0.744506437,0.004709141,0.228915663,0.047091413,0.576334285
795,"Shivam Dental
 Clinic","C-41, Mahendru Enclave,
 Model Town, New Delhi. Tel.
 No. 9871409133.",,,,India,,,,,,28.7033219,77.1836724,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Shivam Dental
 Clinic, C-41, Mahendru Enclave,
 Model Town, New Delhi. Tel.
 No. 9871409133., , ",28.702697,77.1851807,110009,"Mahendru Enclave, Model Town Tehsil, North Delhi District, Delhi, 110009, India",,0.291666667,0.66934775,0.576576577,0.734904339,0.004231771,0.133333333,0.042317708,0.570463726
797,Rockland Hospital,"273, Maharaja Agrasen Marg, Naharpur, Naharpur Village, Rohini, Delhi",110085,,,India,,,,,,28.7054923,77.1136388,ROOFTOP,NABH,"General Medicine, General Surgery, OBS
 &Gynae,Endoscopic/Laparoscopic
 procedures,Pulmonology,Paediatrics,
 OrthopedicsIncludingJoint
 Replacement,Dental,Cardiology&
 CardiothoracicSurgery,
 Gastroenterology,Urology,Nephrology
 includingDialysis,Neurology,Neuro
 Surgery,ENT,Eye,Cancertreatment
 (Surgery,Chemotherapy)and
 Diagnostics.",,CGHS_hospitals,1,,28.7054923,77.1136388,"Rockland Hospital, 273, Maharaja Agrasen Marg, Naharpur, Naharpur Village, Rohini, Delhi, , 110085",28.7054923,77.1136388,110085,"Naharpur, Rohini, Saraswati Vihar Tehsil, North West Delhi District, Delhi, 110085, India",,0.244897959,0.658549494,0.571428571,0.728116498,0.004477301,0.168539326,0.044773011,0.560102298
798,"Saroj Super
 Speciality
 Hospital ","Bhagawan Mahavir Marg, Near Madhuban Chowk, Block A, Sector 14, Rohini, New Delhi, Delhi",110085,,,India,,,,,,28.70613,77.129093,GEOMETRIC_CENTER,,"GeneralMedicines&GeneralSurgery,
 Cardiology&Cardio-thoracicsurgery,
 OrthopedicsincludingJoint
 Replacement, Pulmonology,GI- Surgery,
 Neurology,Neuro-surgery,Nephrology
 including Dialysis, Urology, Eye, ENT,
 Gynae&Obstetrics,Endoscopic/
 Laparoscopic procedures, Dental, Cancer
 treatment(Surgery,Chemotherapy)and
 Diagnostics.Liver Transplantation and
 Kidney Transplantation (added w.e.f.
 06.05.2015 )",,CGHS_hospitals,1,,28.70613,77.129093,"Saroj Super
 Speciality
 Hospital , Bhagawan Mahavir Marg, Near Madhuban Chowk, Block A, Sector 14, Rohini, New Delhi, Delhi, , 110085",28.706069,77.1289214,110085,"Saroj Hospital, Outer Ring Road, Pitampura, Alipur Tehsil, North Delhi District, Delhi, 110085, India",,0.298507463,0.676659137,0.566666667,0.730644029,0.003257964,0.131147541,0.032579639,0.57206871
799,"Bhagwan
 Mahavir
 Hospital
 
 
 
 ","Sector-14,Extension
 NearMadhuban
 Chowk,Rohini,Delhi-
.",110085,,,India,,,,,,28.7061945,77.1290122,GEOMETRIC_CENTER,Non-NABH,"GeneralMedicine,GeneralSurgery,
 Gynae.&Obs.,OrthopaedicSurgery
 (excludingJointReplacement),
 Respiratory Medicine, Cardiology (only
 Non-interventional)Medical
 Gastroenterology,Nephrology,
 Neurology,Neurosurgery,Oncology,
 Urology(excludingdialysisand
 lithotripsy)Eye,ENT,Dentaland
 Diagnostics.",,CGHS_hospitals,1,Geo location same as 799,28.70619,77.12901,"Bhagwan
 Mahavir
 Hospital
 
 
 
 , Sector-14,Extension
 NearMadhuban
 Chowk,Rohini,Delhi-
., , 110085",28.7057675,77.1293968,110085,"Bhagwan Mahavir Hospital, Outer Ring Road, Pitampura, Alipur Tehsil, North Delhi District, Delhi, 110085, India",,0.36036036,0.825430229,0.554744526,0.714252908,0.00398885,0.049019608,0.039888504,0.617338306
800,Khanna Eye Centre,"A2, 2, Block A 2, Model Town Phase I, Model Town, Delhi,",110009,,,India,,,,,,28.7061965,77.1953008,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.706196,77.1953008,"Khanna Eye Centre, A2, 2, Block A 2, Model Town Phase I, Model Town, Delhi,, , 110009",28.7061965,77.1953008,110009,"Model Town, Model Town Tehsil, North Delhi District, Delhi, 110009, India",,0.247058824,0.648646009,0.564356436,0.723609005,0.005051903,0.333333333,0.050519031,0.588861594
802,"MahajanEye
 Centre","AD Block, 21A, Outer Ring Road, Pitam Pura, Delhi,",110034,,,India,,,,,,28.707504,77.1346788,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.707504,77.1346,"MahajanEye
 Centre, AD Block, 21A, Outer Ring Road, Pitam Pura, Delhi,, , 110034",28.7075245,77.1347063,110034,"Pitampura, Saraswati Vihar Tehsil, North West Delhi District, Delhi, 110034, India",,0.207317073,0.609359557,0.486238532,0.654370858,0.005078125,0.077922078,0.05078125,0.501896431
803,"Yogesh Eye Centre,","B-5/15, Opposite - Mother Divine Public School, Sector-4, Rohini, Delhi",110085,,,India,,,,,,28.7077033,77.1030526,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.7077033,77.103,"Yogesh Eye Centre,, B-5/15, Opposite - Mother Divine Public School, Sector-4, Rohini, Delhi, , 110085",28.7077033,77.1030526,110085,"Sector 4, Rohini, Rohini Tehsil, North West Delhi District, Delhi, 110085, India",,0.257425743,0.651125838,0.573913043,0.734240363,0.004068229,0.106382979,0.040682286,0.549450369
804,"Dr.Gyan's
 Dental Speciality
 Clinic,","F-25/98,Sector-7,Rohini,
 Delhi - 110085.",,,,India,,,,,,28.7077419,77.1179371,ROOFTOP,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Dr.Gyan's
 Dental Speciality
 Clinic,, F-25/98,Sector-7,Rohini,
 Delhi - 110085., , ",28.7071849,77.1104912,110085,"Sector 7, Rohini, Rohini Tehsil, North West Delhi District, Delhi, 110085, India",,0.238095238,0.61829806,0.53271028,0.695328802,0.004676871,0.13253012,0.046768707,0.5320018
807,Vision Eye Hospital,"Pocket 24, 136, Sector 6/7 Dividing Rd, Pocket 1, Sector 7, Rohini, Delhi,",110085,,,India,,,,,,28.70746168,77.11039369,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.70746,77.11039,"Vision Eye Hospital, Pocket 24, 136, Sector 6/7 Dividing Rd, Pocket 1, Sector 7, Rohini, Delhi,, , 110085",28.7074629,77.1103983,110085,"HL Parwana Road, Sector 7, Rohini, Rohini Tehsil, North West Delhi District, Delhi, 110085, India",,0.247619048,0.673604975,0.590551181,0.743157297,0.004126984,0.177083333,0.041269841,0.570409652
